Name,Address,Contact,Map Link,rating,No of reviews,Social media / website,Menu Link,Restaurant Keyword,Restaurant Speciality
Fuior Gourmet,"Strada Pușkin 30, MD-2012, Chișinău",+37(368)944944,https://www.google.com/maps/place/Fuior+Gourmet/data=!4m7!3m6!1s0x40c97d1d306bac35:0xada71764fc6b326f!8m2!3d47.0248341!4d28.8361395!16s%2Fg%2F11jp5bp2pj!19sChIJNaxrMB19yUARbzJr_GQXp60?authuser=0&hl=ru&rclk=1,4.8,747,http://www.fuior.md/,None,European cuisine,"European, fusion, healthy, East European, Romanian"
Garrison Cafe,"Garrison Cafe, Hincesti Hwy 2, Chișinău, Moldova",+373 793 02 673,https://maps.app.goo.gl/oorUmE4STDF9KAQX9,4.5,54,None,None,Mixed kitchen,"Mediterranean, European, British, Russian, Romanian"
GastHaus,"GastHaus, Strada Cojocarilor 17, MD-2001, Chișinău, Moldova",+373 780 76 073,https://maps.app.goo.gl/VbWwWgM31ZDuhA5t5,4.6,366,None,None,Mixed kitchen,"European, Asian, Fusion, East European, Central European"
Gastrobar,"Strada Alexandru Bernardazzi 66, Chișinău, Молдова",+37(368)906545,https://www.google.com/maps/place/Gastrobar/data=!4m7!3m6!1s0x40c97c2ea1ab7607:0xdf44847021dc1475!8m2!3d47.0166438!4d28.8271208!16s%2Fg%2F11b6g6f03g!19sChIJB3aroS58yUARdRTcIXCERN8?authuser=0&hl=ru&rclk=1,4.6,1 560,https://www.facebook.com/GastrobarLiveKitchen,None,Mixed kitchen,"Mediterranean, barbecue, grill"
GastroLAB,Bulevardul Ștefan cel Mare și Sfînt 134,+37(378)505105,https://www.google.com/maps/place/GastroLAB/data=!4m7!3m6!1s0x40c97d00606437bd:0x960287d80c9d5ce0!8m2!3d47.0230875!4d28.8356895!16s%2Fg%2F11y3d9x1kx!19sChIJvTdkYAB9yUAR4FydDNiHApY?authuser=0&hl=ru&rclk=1,5.0,43,http://gastrolab.md/,None,Bar/beer,"Bar, modern, pub, fusion, wine bar"
Givi,Strada Octavian Goga 26,+37(369)967778,https://www.google.com/maps/place/Givi/data=!4m7!3m6!1s0x40c97d786dcbc175:0xb70c59d9ed4a179c!8m2!3d47.0265313!4d28.8410037!16s%2Fg%2F11vkc5045l!19sChIJdcHLbXh9yUARnBdK7dlZDLc?authuser=0&hl=ru&rclk=1,4.5,82,https://instagram.com/givi_chisinau?igshid=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,None,Georgian cuisine,None
Gök-Oguz,"Gök-Oguz, Strada Calea Orheiului 19/A, MD-2059, Chișinău, Moldova",+373 794 68 852,https://maps.app.goo.gl/439Am5Dt9WRdRZVN6,4.7,1577,http://www.gok-oguz.md/,None,Mixed kitchen,East European
GoodVin,"GoodVin, Strada Studenților 11/1, Chișinău, Moldova",+373 799 00 664,https://maps.app.goo.gl/w87usF5Vou9Bf5eL8,4.4,468,None,None,European cuisine,"European, grill"
Gray Goose Garden,"Gray Goose Garden, Strada Ghidighici 1/2, MD-2069, Chișinău, Moldova",+373 698 88 701,https://maps.app.goo.gl/ZoEFssga6qcSgZki7,4.6,372,https://www.graygoose.md/,None,European cuisine,None
Green Café,"Green Café, Dacia Blvd 80/3, Chișinău, Moldova",None,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9782a8b92055f:0xe312aad1868f32a9!8m2!3d46.9352476!4d28.9363334!16s%2Fg%2F11f0wsty29?entry=ttu,4.2,208,http://4sq.com/28TSV2E,None,European cuisine,None
Greko Fresh,"Greko Fresh, Strada Vasile Alecsandri 1, MD-2000, Chișinău, Moldova",+373 782 35 235,https://maps.app.goo.gl/FYS2icQMvPyBcUBQ8,4.5,285,https://grekofresh.md/,None,European cuisine,Greek tavern
Grill House,"Grill House, Armeneasca St 24, Chișinău, Moldova",+373 790 00 071,https://maps.app.goo.gl/jnZmXsAwB7svry9B9,4.6,722,https://facebook.com/pages/Grill-House/111871272300577,None,European cuisine,"Steak-house, barbecue, European, soups, East European"
Grill wagon(George standart),"Grill Wagon, Chișinău, Moldova",+373 603 43 409,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97f82f380a445:0x701abf291d3ccfe8!8m2!3d47.0032381!4d28.8174582!16s%2Fg%2F11s7c4dqxd?entry=ttu,3.2,25,http://ggg.md/,None,Fast Food,"Burgers, snacks"
Gud,Strada Mihail Sadoveanu 19,+37(369)545499,https://www.google.com/maps/place/Gud/data=!4m7!3m6!1s0x40c97d6ceba42fc1:0xcb540df15232a6b6!8m2!3d47.0463275!4d28.8830125!16s%2Fg%2F11s45vxm0f!19sChIJwS-k62x9yUARtqYyUvENVMs?authuser=0&hl=ru&rclk=1,4.6,524,https://www.instagram.com/gud_restaurant/,None,European cuisine,None
Hidden Bar,"Hidden Bar, Strada Mitropolit Gavriil Bănulescu-Bodoni 28/1, MD-2005, Chișinău, Moldova",+373 694 43 332,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d6b81b1d873:0x9841ab97c6db0f71!8m2!3d47.0300976!4d28.8379513!16s%2Fg%2F11t5d3lj1j?entry=ttu,4.2,22,None,None,Bar/beer,"Bar, stained"
Hookah Cartel,"Hookah Cartel, Stefan cel Mare si Sfant Boulevard 103/2, Chișinău, Moldova",+373 788 50 078,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d469c7fa8f7:0xb1396e5b569381e7!8m2!3d47.0265745!4d28.8277371!16s%2Fg%2F11h8m_9vng?entry=ttu,4.4,195,https://www.instagram.com/h.cartel_md/,None,Bar/beer,"Bar, stained"
Horst,"Horst, 31 August 1989 St 44, Chișinău, Moldova",+373 767 74 544,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c249579b8ab:0x44b9637aafbf56fb!8m2!3d47.0153393!4d28.841051!16s%2Fg%2F11f1z3z_hy?entry=ttu,4.4,98,None,None,European cuisine,East European
Hugo,"Strada Eugen Doga 2A, Chișinău, Молдова",+37(369)555043,https://maps.app.goo.gl/sj6ZzF5K866k54LP9,5.0,14,None,None,European cuisine,"Mediterranean, European"
Ika Pinsa food court,"Strada Calea Ieşilor 8, Chișinău",+37(322)007700,https://maps.app.goo.gl/are1NcB6FB92zsEh7,3.0,58,https://www.ika.md/,None,Fast Food,"Pins, Pasta, Risotto"
Il Forno,"Il Forno, Strada Alexei Şciusev 98, Chișinău, Moldova",+373 692 19 219,https://maps.app.goo.gl/PkTUF3oqu7eDPkYe9,4.5,1036,https://ilforno.md/,None,Italian Cuisine,"Italian, pizza"
Imbiss Pizza,"Imbiss Pizza, Strada Ion Creangă 70/1, Chișinău, Moldova",+373 22 755 541,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97dc2afb68b55:0xc6f98edd056fd4b8!8m2!3d47.0288464!4d28.7972645!16s%2Fg%2F11c20d7bk_?entry=ttu,4.2,134,None,None,Italian Cuisine,"Italian, pizza"
Inception,"Strada Mihai Viteazul 4, MD-2004, Chișinău",+37(360)664474,https://maps.app.goo.gl/MdAYHWR2DsQ1GToh8,5.0,22,https://inception.md/,None,European cuisine,Fuzhn
Independence Pub,"Independence Pub, Independentei St 16/4, Chișinău, Moldova",+373 790 02 898,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9793552ac2665:0xcbdd72083a4aba29!8m2!3d46.981851!4d28.8497899!16s%2Fg%2F11cnqf4l8x?entry=ttu,4.6,603,https://facebook.com/Independence.Pub/,None,Bar/beer,"Bar, grill, pub"
Ipa31,"Ipa31, 31 August 1989 St 78, Chișinău, Moldova",+373 604 35 454,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97dc9f292182d:0x4c87b4c92052813f!8m2!3d47.0236758!4d28.828867!16s%2Fg%2F11jzm_rdcl?entry=ttu,3.9,113,https://www.instagram.com/localcraft_ipa31/,None,Bar/beer,None
Jack's Bar & Grill,"Jack's Bar & Grill, Constantin Negruzzi Blvd 2/4, MD-2001, Chișinău, Moldova",+373 789 94 444,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c17bbfa883b:0x7858772e84f7b1d6!8m2!3d47.015042!4d28.854307!16s%2Fg%2F11cs5sfsg4?entry=ttu,4.4,1045,https://www.facebook.com/Jacks-BarGrill-258543044268519/,None,Bar/beer,"Bar, European, pub"
Jeraffe,"Jeraffe, Strada Ismail 84, Chișinău, Moldova",+373 22 500 757,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c3cf60144df:0xab1008dd21a26880!8m2!3d47.016375!4d28.8475111!16s%2Fg%2F1td2fdvd?entry=ttu,4.6,671,http://jeraffe.md/,None,Asian cuisine,"Japanese, sushi, European, Asian, fusion"
Julia's Sweets Coffee House,"Julia's Sweets Coffee House, Strada Calea Ieşilor 9, Chișinău, Moldova",+373 686 25 212,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d7e03e4eae9:0x58247bdc13fb8088!8m2!3d47.0379249!4d28.8078289!16s%2Fg%2F11rv69w55x?entry=ttu,4.9,85,http://www.julias-sweets.md/,None,Mixed kitchen,"Desserts, coffee"
Julien Gastro Bistrot,"Julien Gastro Bistrot, 31 August 1989 St 93, MD-2012, Chișinău, Moldova",+373 696 40 001,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d441db25f35:0xa81502c3e5361aa1!8m2!3d47.0193676!4d28.8339856!16s%2Fg%2F11sz_fql_c?entry=ttu,4.1,213,https://www.instagram.com/julien_bistro/,None,European cuisine,"French, international"
Kaif Lounge Cafe,"Kaif Lounge Cafe, Independentei St 28, Chișinău, Moldova",+373 780 75 670,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c979c6f9444e1f:0x86770f7631af0720!8m2!3d46.9767967!4d28.8579645!16s%2Fg%2F11pcwgsc0t?entry=ttu,4.4,53,None,None,Mixed kitchen,"drinks, fast food"
Kalamaki Greek Tavern,"Kalamaki Greek Tavern, Mitropolit Varlaam St 88, Chișinău, Moldova",+373 600 62 111,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c36c4b1d68b:0x9ddeb90684690f3f!8m2!3d47.0237869!4d28.8381599!16s%2Fg%2F1tggm4j8?entry=ttu,4.2,302,http://4sq.com/fgK49Z,None,European cuisine,"Mediterranean, European, Greek"
Karabas Barabas Tavern,"Strada Vasile Alecsandri 68, Chișinău, Молдова",+37(379)206607,https://www.google.com/maps/place/Karabas+Barabas+Tavern/data=!4m7!3m6!1s0x40c97dd2b319a8c3:0xf4bf5399b0ccced2!8m2!3d47.0190683!4d28.8358626!16s%2Fg%2F11hdjg4r3c!19sChIJw6gZs9J9yUAR0s7MsJlTv_Q?authuser=0&hl=ru&rclk=1,4.7,6,None,None,None,None
Karl Schmidt,"Karl Schmidt, Strada Alexandru cel Bun 83, Chișinău, Moldova",+373 788 40 808,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c35947bb143:0x6f88cb23217203a4!8m2!3d47.0274206!4d28.8362893!16s%2Fg%2F11c7wd6yq9?entry=ttu,4.5,665,None,None,Italian Cuisine,"Pizza, European"
Kavkazskaya Plennitsa,"Kavkazskaya Plennitsa, Kiev St 5/3, Chișinău, Moldova",+373 693 37 676,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c5635bdfd7b:0x2b21f87d1d676339!8m2!3d47.042271!4d28.8594415!16s%2Fg%2F1tf39111?entry=ttu,4.6,632,None,None,Georgian cuisine,"European, Middle Eastern"
Kebab City,"Bulevardul Traian 13/4, Chișinău, Молдова",+37(379)150096,https://www.google.com/maps/place/Kebab+City/data=!4m7!3m6!1s0x40c9794aa1170821:0x495be8667df09755!8m2!3d46.9820985!4d28.8517345!16s%2Fg%2F11g7z7p7cj!19sChIJIQgXoUp5yUARVZfwfWboW0k?authuser=0&hl=ru&rclk=1,3.8,481,http://kebabcity.md/,None,Fast Food,None
Keks,"Keks, Strada Ismail 84, Chișinău, Moldova",+373 760 00 048,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c3ce85a8693:0xe626964b1585cd4a!8m2!3d47.01638!4d28.8475039!16s%2Fg%2F11c2j8vdfx?entry=ttu,4.5,540,http://facebook.com/keksbreadanddessert,None,European cuisine,"Cafe, European, Central European"
Keller Holz Gastropub,"Keller Holz Gastropub, Bulevardul Ștefan cel Mare și Sfînt 71, MD-2001, Chișinău, Moldova",+373 689 99 910,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d74a090edeb:0x30cd0abc17a85ac7!8m2!3d47.017996!4d28.8418189!16s%2Fg%2F11r3m55zhn?entry=ttu,4.6,606,https://kh.md/,None,Mixed kitchen,"Steak-house, bar, European, gastropab, East European"
Khinkali,"Bulevardul Decebal 80/1, Chișinău, Молдова",+37(360)486046,https://www.google.com/maps/place/Khinkali/data=!4m7!3m6!1s0x40c97ff467e638c5:0x7400ffa83f63d297!8m2!3d46.9898086!4d28.8579785!16s%2Fg%2F11v9hqkf6v!19sChIJxTjmZ_R_yUARl9JjP6j_AHQ?authuser=0&hl=ru&rclk=1,4.4,14,None,None,Georgian cuisine,None
Kiku Steak & Wine,"Bulevardul Decebal 72/2, MD-2038, Chișinău, Молдова",+37(322)997990,https://www.google.com/maps/place/Kiku+Steak+%26+Wine/data=!4m7!3m6!1s0x40c97eac6702c3f3:0x904203affc5d624!8m2!3d46.99512!4d28.8589833!16s%2Fg%2F1ptw_zll7!19sChIJ88MCZ6x-yUARJNbF_zogBAk?authuser=0&hl=ru&rclk=1,4.7,1 122,https://www.facebook.com/KIKU-Steak-Wine-320161378122665/,None,European cuisine,"Steak house, Mediterranean, European, wine bar"
Klumba,"Klumba, Strada Anestiade 7, Chișinău, Moldova",+373 682 60 202,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d5ca8f96717:0x211dcdcd27d726ff!8m2!3d47.0157233!4d28.8494353!16s%2Fg%2F11gzq2p1xd?entry=ttu,4.1,16,https://www.facebook.com/klumbacafe,None,European cuisine,"Cafe, international, European, grill, Central European"
Korjik,"Strada Independenței 14A, MD-2043, Chișinău, Молдова",+37(378)441144,https://www.google.com/maps/place/Korjik/data=!4m7!3m6!1s0x40c97f3a123c8047:0xda759dd48c10dd5c!8m2!3d46.9834571!4d28.8474127!16s%2Fg%2F11r9ps679b!19sChIJR4A8Ejp_yUARXN0QjNSdddo?authuser=0&hl=ru&rclk=1,4.3,1 098,http://www.korjik.md/,None,Mixed kitchen,"Cafe, international, European, pizza, Central European"
Kozlovna Ceska Pivni Restaurace,"Kozlovna Ceska Pivni Restaurace, Alexander Pushkin St 24, MD-2012, Chișinău, Moldova",+373 790 29 999,https://maps.app.goo.gl/3YEfiRFxghUoCWAj9,4.5,2529,https://kozlovnamenu.md/,None,Bar/beer,"Pub with a brewery, bar, European, pub, Czech, East European, Central European"
Kuzina,"Kuzina, Bulevardul Moscova 6, Chișinău, Moldova",+373 691 29 612,https://www.google.com/maps/place/Kuzina/data=!4m7!3m6!1s0x40c97d701f2b85ab:0xf691988acd89fa95!8m2!3d47.0474223!4d28.86307!16s%2Fg%2F11sx6yjl0j!19sChIJq4UrH3B9yUARlfqJzYqYkfY?authuser=0&hl=ru&rclk=1,4.6,60,None,None,European cuisine,"East European, Ukrainian"
La Carul Cu bere,"La Carul Cu bere, Decebal Blvd 22/3, Chișinău, Moldova",+373 787 97 379,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97f2404b8318d:0x9c598a7efdb811bf!8m2!3d47.0005126!4d28.8597165!16s%2Fg%2F11khtjy8nd?entry=ttu,5.0,5,http://lacarulcubere.md/?fbclid=PAAabdAIY7uinQpUmi9-kYIuNzl4p9GNtBM5FfYUMR-TTxcxiO9XGSAs8enRk,None,Bar/beer,"Crayfish, beer"
La Crâșmă,"La Crâșmă, Strada Hipodromului 9/1, Chișinău, Moldova",+373 687 07 071,https://maps.app.goo.gl/UmUDJRx4FeUBZdnK8,4.7,866,https://www.facebook.com/lacrismarestaurant/,None,European cuisine,East European
La Plăcinte,"La Plăcinte, Dacia Blvd 30/1, Chișinău, Moldova",+373 22 211 211,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9794d29eed2c3:0xaf8d99a351289382!8m2!3d46.983913!4d28.859752!16s%2Fg%2F1tjjmws2?entry=ttu,4.4,2629,https://laplacinte.md/,None,Traditional Moldavian cuisine,None
La Roma,"La Roma, Albisoara St 40/1, Chișinău, Moldova",+373 22 228 590,https://maps.app.goo.gl/PkpwDcGFpwwXjXtj6,4.4,998,http://laromaclub.md/,None,Italian Cuisine,"Italian, international, European, East European"
La Roma Restaurant,"Strada Albişoara 40/1, Chișinău, Молдова",+373 22 228 590,https://www.google.com/maps/place/La+Roma+Restaurant/data=!4m7!3m6!1s0x40c97c4e8e535311:0xdab308fffe41f25e!8m2!3d47.033175!4d28.8465661!16s%2Fg%2F1tctw1v7!19sChIJEVNTjk58yUARXvJB_v8Is9o?authuser=0&hl=ru&rclk=1,4.4,998,http://laromaclub.md/,None,Italian Cuisine,"Italian, international, European, East European"
La Sarkis,"La Sarkis, Alexei Mateevici St 113A, Chișinău, Moldova",+373 692 24 444,https://www.google.com/maps/place/Fuior+Gourmet/data=!4m7!3m6!1s0x40c97d1d306bac35:0xada71764fc6b326f!8m2!3d47.0248341!4d28.8361395!16s%2Fg%2F11jp5bp2pj!19sChIJNaxrMB19yUARbzJr_GQXp60?authuser=0&hl=ru&rclk=1,4.4,1861,https://lasarkis.com/,None,Armenian cuisine,"Barbecue, European, East European, Armenian"
La Șezătoare,"Strada Alexei Şciusev 51, MD-2012, Chișinău, Молдова",+37(368)677776,https://www.google.com/maps/place/La+%C8%98ez%C4%83toare/data=!4m7!3m6!1s0x40c97c2e6c60419d:0x352da0ce4f68974b!8m2!3d47.0182163!4d28.8300585!16s%2Fg%2F11dymm5x5l!19sChIJnUFgbC58yUARS5doT86gLTU?authuser=0&hl=ru&rclk=1,4.4,421,https://www.facebook.com/media/set/?vanity=restaurant.lasezatoare&set=a.569380041854114,None,Traditional Moldavian cuisine,None
Laffa Israel Street Food,Strada Pușkin 32,+37(379)228777,https://www.google.com/maps/place/Laffa+Israel+Street+Food/data=!4m7!3m6!1s0x40c97d71fe2b2ecd:0x1a8fbfeb5961c5dd!8m2!3d47.0252385!4d28.8367769!16s%2Fg%2F11fsx50hnv!19sChIJzS4r_nF9yUAR3cVhWeu_jxo?authuser=0&hl=ru&rclk=1,3.8,127,https://www.instagram.com/laffa.israel.street.food/,None,Mixed kitchen,"Middle Eastern, Israeli"
Lagerfild,"Lagerfild, Strada Calea Orheiului 17/1, Chișinău, Moldova",+373 790 03 344,https://maps.app.goo.gl/aYTwwoMBAN2wpbjX6,5.0,1,https://www.facebook.com/profile.php?id=100075800053904,None,Bar/beer,None
Lake House BrewPub,"Lake House BrewPub, Strada Stefan Cel Mare, 182 Chisinau, MD-2001, Moldova",+373 607 77 979,https://maps.app.goo.gl/Ts7RuQw5WxKdpqX56,4.6,829,https://lakehouse.md/,None,Bar/beer,"American, pub with brewer, pub, fusion, beer restaurants"
Laspi,"Laspi, Bulevardul Mircea cel Bătrîn 9/2, Chișinău, Moldova",+373 22 338 840,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c8d963979fd:0xca8693f1b66369c1!8m2!3d47.0444202!4d28.8896846!16s%2Fg%2F11g8cyr8l5?entry=ttu,4.6,90,None,None,Mixed kitchen,"Moldavian, European"
Lavy & Café,str. Albisoara 82/12,+37(361)113189,https://www.google.com/maps/place/Lavy+%26+Caf%C3%A9/data=!4m7!3m6!1s0x40c97d95c1c3d11f:0xb730151e6ec61f80!8m2!3d47.0374546!4d28.8305888!16s%2Fg%2F11q482d62w!19sChIJH9HDwZV9yUARgB_Gbh4VMLc?authuser=0&hl=ru&rclk=1,4.5,22,https://www.facebook.com/LAVY.RESTOBAR,None,Mixed kitchen,None
LeAcasă,"Strada Bulgară 27, Chișinău, Молдова",+37(360)777515,https://maps.app.goo.gl/sMHjwvpGBTDwmLjF7,4.5,161,https://leacasa.md/,None,Mixed kitchen,None
LeAcasă,"Strada Bulgară 27, Chișinău",+37(360)777515,https://maps.app.goo.gl/jWNoejix65cb8zxz5,4.5,154,http://leacasa.md/,None,Mixed kitchen,None
Limone Pizza,"Strada 31 August 1989 91, Chișinău, Moldova",+37(376)698888,https://maps.app.goo.gl/x5aUdJF7ZFQZu48P9,4.8,22,www.limone.md,None,Italian Cuisine,Pizza
Lion's Restaurant,"Strada Vlaicu Pârcălab 33, MD-2012, Chișinău, Молдова",+37(378)232233,https://www.google.com/maps/place/Lion%27s+Restaurant/data=!4m7!3m6!1s0x40c97ddd0917142d:0x2c4447e6dfcaf9e3!8m2!3d47.0193978!4d28.8303784!16s%2Fg%2F11ny32lcjc!19sChIJLRQXCd19yUAR4_nK3-ZHRCw?authuser=0&hl=ru&rclk=1,4.6,76,https://restaurant.lions.md/meniu-restaurant/,None,Mixed kitchen,"Bar, international, Mediterranean, European, pub"
Little Napoli,"Little Napoli, Chisinau MD, Strada Alexei Şciusev 70, MD-2012, Moldova",+373 676 08 708,https://maps.app.goo.gl/X2mAzBqUKSyNsQtJ6,4.4,766,https://www.littlenapoli.md/,None,Italian Cuisine,"Italian, pizza"
London,"Bulevardul Constantin Negruzzi 1, Chișinău, Молдова",+37(378)200600,https://www.google.com/maps/place/London/data=!4m7!3m6!1s0x40c97c1781870b3f:0x44032814df521414!8m2!3d47.0133628!4d28.8532105!16s%2Fg%2F1v2pnqm2!19sChIJPwuHgRd8yUARFBRS3xQoA0Q?authuser=0&hl=ru&rclk=1,4.4,817,https://www.instagram.com/steakhousemd/,None,European cuisine,"Steaks, barbecue, wine"
London's Steak House,Strada Tighina 12,+37(379)224022,https://www.google.com/maps/place/London%27s+Steak+House/data=!4m7!3m6!1s0x40c97c2468822e3d:0xdc4dffd79d1afe20!8m2!3d47.0138185!4d28.8394538!16s%2Fg%2F1tn04982!19sChIJPS6CaCR8yUARIP4andf_Tdw?authuser=0&hl=ru&rclk=1,4.6,694,https://www.facebook.com/londonssteak/,None,European cuisine,"Steaks, barbecue, beer"
LOOK Restobar&Terrace,"Strada Kiev 16/1, Chișinău, Молдова",+37(379)414040,https://maps.app.goo.gl/mMxzHzrhjfbCX2wo9,3.4,137,https://instagram.com/look.restobar.md?igshid=YzdkMWQ2MWU=,None,Mixed kitchen,"bar, sushi, European"
Lucky 7 Pub & Grill,"Lucky 7 Pub & Grill, Bulevardul Dacia 29, Chișinău, Moldova",+373 22 553 392,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9794c7b077513:0xfad19af16eec5c32!8m2!3d46.9857606!4d28.8592112!16s%2Fg%2F11hbvb35vw?entry=ttu,4.2,460,http://lucky7pub.md/,None,Bar/beer,None
Lud's Pub,"Lud's Pub, Alexander Pushkin St 32, MD-2012, Chișinău, Moldova",+373 607 83 838,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c369cf01155:0x7985f2395ffb187a!8m2!3d47.0250968!4d28.8364067!16s%2Fg%2F11cs01gbg1?entry=ttu,4.5,398,http://www.ludspub.md/,None,Bar/beer,"American, bar, European, pub"
LUME Neobistro,"Strada Vlaicu Pârcălab 43, Chișinău, Молдова",+37(369)712000,https://maps.app.goo.gl/SEqzTWv6D6xi49ZZ6,4.6,190,https://www.instagram.com/lume.neobistro/,None,Russian kitchen,"FUUZHN, Russian"
LUME Neobistro,"Strada Vlaicu Pârcălab 43, Chișinău",+37(369)712000,https://maps.app.goo.gl/MhrncWn6BuJFLaWf7,4.6,181,https://www.instagram.com/lume.neobistro/,None,Russian kitchen,"FUUZHN, Russian"
Madam Wong,"Madam Wong, Alexander Pushkin St 44/1, Chișinău, Moldova",None,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c360c946c85:0x3f96fea30b19e587!8m2!3d47.0267691!4d28.8387611!16s%2Fg%2F1tr9lyqb?entry=ttu,4.2,946,http://www.madamwong.md/,None,Asian cuisine,"Dishes of Chinese, Japanese, Thai, and Vietnamese cuisine"
Magnifique,"Magnifique, Piața Unirii Principatelor 3, MD-2064, Chișinău, Moldova",+373 793 09 309,https://maps.app.goo.gl/tXH9ATquKxHksRNX6,4.5,96,https://www.facebook.com/magnifique.lounge.restaurant,None,Mixed kitchen,"Barbecue, European, gastronon, grill, bars with restaurant"
Maguro Sushi,"Maguro Sushi, Strada Miron Costin 13/8, MD-2068, Chișinău, Moldova",+373 698 84 488,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d5eb9efa4e1:0x9c1a60f8e70963b3!8m2!3d47.0503696!4d28.8655642!16s%2Fg%2F11j410p16c?entry=ttu,4.6,302,http://maguro.md/,None,Asian cuisine,"Japanese, Thai"
Mangal,"Strada Arborilor 17/2, MD-2000, Chișinău, Молдова",+37(362)050777,https://www.google.com/maps/place/Mangal/data=!4m7!3m6!1s0x40c97ffaaeaaf459:0xfe522248775a4ea7!8m2!3d46.9997866!4d28.8428811!16s%2Fg%2F11qpqc1jjb!19sChIJWfSqrvp_yUARp05ad0giUv4?authuser=0&hl=ru&rclk=1,4.4,656,http://mangalrestaurant.md/,None,Mixed kitchen,"Pizza, European, Caucasian, Azerbaijani"
Markiz Café & Bar,Strada Alba Iulia 89/3,+37(379)970709,https://www.google.com/maps/place/Markiz+Caf%C3%A9+%26+Bar/data=!4m7!3m6!1s0x40cbd61b1be70b13:0x695bc94b45f79ced!8m2!3d47.0401927!4d28.7615509!16s%2Fg%2F11c1pv3ph0!19sChIJEwvnGxvWy0AR7Zz3RUvJW2k?authuser=0&hl=ru&rclk=1,4.7,100,http://markiz.md/,None,European cuisine,None
Marlène,"Marlène, Strada București 75, MD-2012, Chișinău, Moldova",+373 690 00 524,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97de2b7cbc2d1:0xca18fe28e2f5a523!8m2!3d47.0212292!4d28.8284876!16s%2Fg%2F11j577bzrj?entry=ttu,4.8,371,http://www.marlene.md/,None,Bar/beer,None
Mary’s cake cafe,Strada Alexei Şciusev 66,+37(378)643658,https://www.google.com/maps/place/Mary%E2%80%99s+cake+cafe/data=!4m7!3m6!1s0x40c97d003e8417d9:0xb8bdcf30b7f4f0a3!8m2!3d47.0200021!4d28.8278739!16s%2Fg%2F11vwn_yc7j!19sChIJ2ReEPgB9yUARo_D0tzDPvbg?authuser=0&hl=ru&rclk=1,4.7,6,None,None,Mixed kitchen,"desserts, drinks, coffee"
Maximilian Pub & Grill,"Maximilian Pub & Grill, Decebal Blvd 80/1, MD-2038, Chișinău, Moldova",+373 605 50 050,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9794d32b4d383:0xb1164a4b7e43957c!8m2!3d46.9891294!4d28.8579506!16s%2Fg%2F1hhwyt0dx?entry=ttu,4.5,1272,https://www.facebook.com/MaximilianMoldova?mibextid=LQQJ4d,None,Bar/beer,"Steak house, bar, European, pub, central European"
Meat & Seafood by Alexandr Tkaciuk,"Strada Sfatul Țării 29, MD-2009, Chișinău, Молдова",+37(368)090099,https://maps.app.goo.gl/GY7iCoAxJgHCRLvs6,4.4,35,None,None,Mixed kitchen,"Italian, steak house, seafood, barbecue, sushi"
Meating Point,"Meating Point, Strada Grenoble 120, MD-2019, Chișinău, Moldova",+373 696 22 622,https://maps.app.goo.gl/Ae5raGdEaX3dV9LC9,4.5,596,https://www.mpoint.online/,None,European cuisine,"Cafe, European"
